Date,Open,High,Low,Close,Volume
2020/6/19,11505.69043,11694.88965,11500.53027,11668.12988,1643900
2020/6/22,11680.41016,11756.86035,11658.80957,11702.44043,1746900
2020/6/23,11711.28027,11796.41016,11651.83008,11794.00977,1582600
2020/6/24,11813.36035,11854.99023,11760.46973,11813.53027,1425100
2020/6/29,11780.65039,11814.63965,11695.4502,11752.36035,1495700
2020/6/30,11828.53027,12013.59961,11827.75977,11992.34961,1509600
2020/7/1,12024.83984,12130.29981,11945.88965,12112.95996,1819600
2020/7/2,12095.84961,12278.83008,12055.9502,12269.49023,2386700
2020/7/3,12295.62012,12433.67969,12232.7002,12433.25977,2558700
2020/7/6,12519.5,12945.70996,12519.5,12941.71973,3341900
2020/7/7,13084.65039,13407.19043,12997.16992,13163.98047,3635400
2020/7/8,13170.2002,13428.94043,13059.24023,13406.37012,3144100
2020/7/9,13399.46973,13792.62988,13385.42969,13754.74023,3517800
2020/7/10,13662.37988,13831.61035,13599.03027,13671.24023,3203400
2020/7/13,13699.21973,14149.13965,13699.21973,14149.13965,3305000
2020/7/14,14121.33008,14151,13698.26953,13996.45996,3314700
2020/7/15,14017.92969,14077.55957,13646.66016,13734.12988,2945000
2020/7/16,13731.28027,13853.44043,12966.32031,12996.33984,2913100
2020/7/17,13002.83984,13315.44043,12916.08008,13114.94043,2248500
2020/7/20,13303.79981,13448.84961,13032.40039,13448.84961,2345500
2020/7/21,13480.38965,13572.92969,13396.58008,13536.16992,2158000
2020/7/22,13507.34961,13816.66992,13459.87988,13657.03027,2307800
2020/7/23,13661.5,13661.5,13661.5,13661.5,0
2020/7/24,13547.80957,13602.79004,12868.9502,12935.7002,2458100
2020/7/27,13013.76953,13093.83984,12838.87012,12976.87012,1670800
2020/7/28,13107.42969,13196.62012,13022.82031,13147.34961,1602100
2020/7/29,13117.19043,13557.44043,13085.9502,13557.44043,1885100
2020/7/30,13595.76953,13619.49023,13432.12988,13466.84961,1941900
2020/7/31,13464.20996,13748.03027,13399.86035,13637.87988,2078900
2020/8/3,13771.74023,13964.55957,13712.98047,13964.55957,2403100
2020/8/4,13966.73047,14012.70996,13779.21973,13860.45996,2299300
2020/8/5,13859.32031,13993.66992,13726.62012,13960.92969,2032000
2020/8/6,13972.29981,13972.29981,13661.83984,13863.12988,2358400
2020/8/7,13813.75977,13847.2002,13411.66992,13648.5,2192900
2020/8/10,13576.32031,13752.29004,13453.9502,13657.30957,1878100
2020/8/11,13668.30957,13811.51953,13450.23047,13466.26953,1890000
2020/8/12,13437.57031,13471.82031,13026.00977,13308.51953,1863600
2020/8/13,13373.16016,13392.34961,13254.38965,13291.32031,1556700
2020/8/14,13272.70996,13495.96973,13242.78027,13489.00977,1554000
2020/8/17,13542.00977,13756.61035,13490.63965,13742.23047,2271300
2020/8/18,13748.51953,13813.01953,13692.07031,13768.16992,1959000
2020/8/19,13741.26953,13741.26953,13472.95996,13480.84961,1947600
2020/8/20,13387.82031,13476.07031,13270.12012,13320.91992,1570000
2020/8/21,13445.95996,13547.79004,13373.71973,13478,1568900
2020/8/24,13565.28027,13708.12012,13418.95996,13666.69043,1735200
2020/8/25,13692.46973,13788.49023,13620.62012,13669.41016,1678700
2020/8/26,13680.58984,13717.90039,13376.66016,13428.40039,1705100
